,Name,Location,Price,Kms_driven,Fuel_type,Year,Company
348,i10,Bangalore,411399,47564, Petrol ,2015,Hyundai
349,Grand,Bangalore,498999,42836, Petrol ,2013,Hyundai
350,Kwid,Chennai,470000,6000, Petrol,2020,Renault
351,Indica,Chennai,69000,85000, Diesel,2007,Tata
352,TUV300,Madurai,925000,27000, Diesel,2018,Mahindra
353,Scorpio,Chennai,495000,690000, Diesel,2013,Mahindra
354,Suzuki,Chennai,1090000,35000, Petrol,2020,Maruti
355,Etios,Delhi,300000,135000, Diesel,2013,Toyota
356,Aria,Bangalore,450000,115000, Diesel,2012,Tata
357,Figo,Bangalore,357999,50488, Petrol ,2015,Ford
358,Suzuki,Pune,462599,12916, Petrol ,2018,Maruti
359,Elite,Bangalore,695199,30731, Petrol ,2016,Hyundai
360,Suzuki,Bangalore,490399,8825, Petrol ,2019,Maruti
361,Kwid,Bangalore,340099,21627, Petrol ,2016,Renault
362,Suzuki,Bangalore,997899,5580, Petrol ,2020,Maruti
363,i10,Bangalore,351599,41371, Petrol ,2013,Hyundai
364,Suzuki,Bangalore,603799,42313, Petrol ,2016,Maruti
365,Elite,Bangalore,599799,74913, Petrol ,2016,Hyundai
366,Suzuki,Bangalore,456099,74760, Petrol ,2018,Maruti
367,Ecosport,Bangalore,993699,34045, Diesel ,2019,Ford
368,Suzuki,Bangalore,312299,143147, Petrol ,2010,Maruti
369,Venue,Bangalore,1221799,28149, Petrol ,2019,Hyundai
370,Suzuki,Bangalore,522999,38049, Petrol ,2015,Maruti
371,EON,Bangalore,323399,78895, Petrol ,2014,Hyundai
372,Grand,Bangalore,510799,27027, Petrol ,2015,Hyundai
373,XUV,Pune,750000,66000, Diesel,2013,Mahindra
374,Getz,Bangalore,155000,82000, Petrol,2005,Hyundai
375,Suzuki,Chennai,350000,57000, Petrol,2011,Maruti
376,Amaze,Pune,410000,71000, Diesel,2014,Honda
377,Eon,Pune,275000,47000, CNG,2014,Hyundai
378,Grand,Pune,465000,37000, Petrol,2017,Hyundai
379,Suzuki,Bangalore,145000,73000, Petrol,2007,Maruti
380,Getz,Bangalore,165000,82650, Petrol,2007,Hyundai
381,Suzuki,Pune,910799,23940, Petrol ,2020,Maruti
382,Captur,Chennai,722899,26678, Petrol ,2018,Renault
383,WR,Pune,809499,41342, Diesel ,2018,Honda
384,Suzuki,Bangalore,297399,59614, Petrol ,2013,Maruti
385,Suzuki,Bangalore,411999,39550, Petrol ,2016,Maruti
386,Triber,Bangalore,623399,28621, Petrol ,2019,Renault
387,Brio,Bangalore,372399,60437, Petrol ,2013,Honda
388,Suzuki,Chennai,518099,26598, Petrol ,2018,Maruti
389,Amaze,Chennai,485599,62723, Petrol ,2015,Honda
390,Suzuki,Chennai,636899,21145, Petrol ,2017,Maruti
391,Grand,Pune,396999,48699, Petrol ,2013,Hyundai
392,Ecosport,Pune,980399,10102, Petrol ,2019,Ford
393,Suzuki,Bangalore,658999,34881, Petrol ,2017,Maruti
394,EON,Bangalore,304099,53997, Petrol ,2015,Hyundai
395,Suzuki,Bangalore,362599,49076, Petrol ,2015,Maruti
396,Suzuki,Bangalore,344199,65951, Petrol ,2014,Maruti
397,Suzuki,Bangalore,215000,116000, Petrol,2007,Maruti
398,Rapid,Bangalore,550000,136000, Diesel ,2015,Skoda
399,Duster,Pune,550000,85000, Diesel,2013,Renault
400,Santro,Chennai,89000,85000, Petrol,2002,Hyundai
401,Suzuki,Chennai,79000,85000, Petrol,2001,Maruti
402,Aveo,Chennai,67000,63000, Petrol,2007,Chevrolet
403,Ikon,Chennai,59000,73000, Petrol,2009,Ford
404,Suzuki,Chennai,69000,85000, Petrol,2007,Maruti
405,Suzuki,Bangalore,462399,15032, Petrol ,2017,Maruti
406,Suzuki,Pune,319999,15575, Petrol ,2017,Maruti
407,Suzuki,Pune,275699,147819, Diesel ,2010,Maruti
408,Grand,Bangalore,501599,35203, Petrol ,2016,Hyundai
409,Suzuki,Bangalore,506599,7597, Petrol ,2020,Maruti
410,Scorpio,Bangalore,1198599,34883, Diesel ,2018,Mahindra
411,Ecosport,Bangalore,775499,59580, Diesel ,2017,Ford
412,Suzuki,Bangalore,338999,49647, Petrol ,2011,Maruti
413,Verna,Bangalore,652699,67577, Petrol ,2016,Hyundai
414,Tiago,Bangalore,535899,10890, Petrol ,2017,Tata
415,Suzuki,Chennai,492099,57444, Petrol ,2015,Maruti
416,City,Bangalore,885999,33598, Petrol ,2017,Honda
417,Freestyle,Bangalore,694899,17804, Petrol ,2018,Ford
418,Suzuki,Pune,450599,62613, Petrol ,2013,Maruti
419,i20,Bangalore,377999,56974, Petrol ,2010,Hyundai
420,Redi,Bangalore,491499,1405, Petrol ,2021,Datsun
421,Suzuki,Chennai,89000,85000, Petrol,2008,Maruti
422,Creta,Bangalore,1865000,8000, Petrol,2020,Hyundai
423,GO,Kolkata,235000,29000, Petrol,2014,Datsun
424,Bolero,Bangalore,1025000,22000, Diesel,2020,Mahindra
425,Polo,Pune,450000,118000, Petrol,2014,Volkswagen
426,Creta,Pondicherry,1575000,23000, Diesel,2020,Hyundai
427,Suzuki,Pondicherry,695000,34000, Diesel,2018,Maruti
428,Civic,Hyderabad,295000,87000, Petrol,2008,Honda
429,Verna,Pune,1171199,36965, Petrol ,2018,Hyundai
430,WR,Pune,625699,25526, Petrol ,2017,Honda
431,Grand,Chennai,453199,20235, Petrol ,2016,Hyundai
432,Suzuki,Chennai,850499,61064, Diesel ,2018,Maruti
433,Suzuki,Chennai,548699,12558, Petrol ,2018,Maruti
434,Suzuki,Bangalore,498799,14179, Petrol ,2019,Maruti
435,City,Chennai,1377199,20379, Petrol ,2020,Honda
436,Ecosport,Pune,772799,42837, Petrol ,2017,Ford
437,Elite,Chennai,572599,67473, Petrol ,2016,Hyundai
438,City,Bangalore,774899,27576, Petrol ,2016,Honda
439,Suzuki,Pune,885099,80900, Diesel ,2017,Maruti
440,Elite,Bangalore,687499,100934, Diesel ,2017,Hyundai
441,Elite,Bangalore,567799,29060, Petrol ,2015,Hyundai
442,i10,Chennai,398499,36129, Petrol ,2016,Hyundai
443,Suzuki,Pune,348499,156442, Diesel ,2011,Maruti
444,Suzuki,Chennai,520899,48710, Petrol ,2018,Maruti
445,Figo,Bangalore,225000,80000, Diesel,2012,Ford
446,City,Bangalore,725000,57000, Petrol,2015,Honda
447,CRV,Hyderabad,240000,97000, LPG,2004,Honda
448,Amaze,Pune,425000,44000, Petrol,2013,Honda
449,Suzuki,Pune,500000,57000, Petrol,2015,Maruti
450,Suzuki,Pune,250000,77000, Petrol,2008,Maruti
451,Suzuki,Pune,360000,81000, Petrol,2013,Maruti
452,Creta,Pune,975000,41000, Petrol,2016,Hyundai
453,Ecosport,Pune,916799,20619, Petrol ,2018,Ford
454,Suzuki,Pune,480999,51149, Petrol + CNG ,2018,Maruti
455,Nexon,Bangalore,1043299,12978, Petrol ,2020,Tata
456,City,Bangalore,787399,40025, Petrol ,2016,Honda
457,Grand,Bangalore,501599,63075, Petrol ,2016,Hyundai
458,Brio,Chennai,362999,78724, Petrol ,2012,Honda
459,Kwid,Pune,403199,12257, Petrol ,2018,Renault
460,Venue,Bangalore,1022599,26890, Diesel ,2019,Hyundai
461,Micra,Chennai,483199,20485, Petrol ,2018,Nissan
462,EON,Chennai,321399,69220, Petrol ,2017,Hyundai
463,Suzuki,Chennai,307999,41900, Petrol ,2017,Maruti
464,Suzuki,Bangalore,478599,11944, Petrol ,2019,Maruti
465,Suzuki,Chennai,405199,66143, Petrol ,2015,Maruti
466,Suzuki,Chennai,314999,16563, Petrol ,2018,Maruti
467,Elite,Pune,684599,14460, Petrol ,2016,Hyundai
468,Suzuki,Bangalore,413099,47120, Petrol ,2018,Maruti
469,Cruze,Bangalore,345000,115000, Diesel,2011,Chevrolet
470,Scala,Bangalore,385000,79200, Diesel,2013,Renault
471,Verna,Chennai,690000,48877, Diesel,2016,Hyundai
472,WRV,Mumbai,825000,32000, Petrol,2019,Honda
473,Corolla,Mumbai,1425000,51000, Petrol,2018,Toyota
474,Suzuki,Udaipur,295000,56000, Petrol,2014,Maruti
475,Tiago,Pune,700000,14000, Petrol,2022,Tata
476,Aveo,Chennai,69000,79000, Petrol,2006,Chevrolet
477,Suzuki,Chennai,501199,147960, Diesel ,2016,Maruti
478,Suzuki,Pune,357399,38766, Petrol ,2014,Maruti
479,Suzuki,Bangalore,494199,8409, Petrol ,2019,Maruti
480,Kwid,Bangalore,424099,20718, Petrol ,2019,Renault
481,Suzuki,Chennai,598299,51125, Petrol ,2017,Maruti
482,Grand,Bangalore,477599,64459, Petrol ,2014,Hyundai
483,Suzuki,Pune,447599,29467, Petrol ,2014,Maruti
484,Nexon,Pune,703999,18019, Petrol ,2017,Tata
485,Suzuki,Chennai,416099,40710, Petrol ,2016,Maruti
486,Suzuki,Chennai,559099,1956, Petrol ,2021,Maruti
487,Kwid,Bangalore,463099,44696, Petrol,2017,Renault
488,Grand,Bangalore,527099,21531, Petrol ,2018,Hyundai
489,Seltos,Pune,1517999,20989, Petrol ,2019,Kia
490,i20,Chennai,431099,33901, Petrol ,2013,Hyundai
491,Grand,Chennai,539799,54696, Petrol ,2018,Hyundai
492,Motors,Bangalore,1800299,11292, Diesel ,2019,MG
493,Duster,Pune,1025000,14000, Diesel,2020,Renault
494,Logan,Chennai,129000,97000, Diesel,2007,Mahindra
495,Indigo,Chennai,79000,85000, Diesel,2007,Tata
496,EcoSport,Pune,525000,50000, Diesel,2014,Ford
497,Jazz,Pune,565000,53000, Petrol,2016,Honda
498,Suzuki,Pune,435000,27000, Petrol,2016,Maruti
499,Suzuki,Pune,425000,52000, Petrol,2016,Maruti
500,City,Chennai,250000,149000, Petrol,2007,Honda
501,Grand,Bangalore,616599,27317, Petrol ,2017,Hyundai
502,Xcent,Bangalore,466599,79784, Petrol ,2014,Hyundai
503,Q3,Chennai,1656999,73656, Diesel ,2015,Audi
504,Tiago,Bangalore,562999,27664, Petrol ,2018,Tata
505,Verna,Bangalore,488899,41898, Petrol ,2012,Hyundai
506,Suzuki,Chennai,514599,4889, Petrol ,2021,Maruti
507,Grand,Chennai,495299,39836, Petrol ,2015,Hyundai
508,Jazz,Bangalore,752399,16108, Petrol ,2016,Honda
509,Grand,Bangalore,474799,46111, Petrol ,2015,Hyundai
510,Suzuki,Bangalore,849599,23761, Petrol ,2018,Maruti
511,Suzuki,Bangalore,663199,146782, Diesel ,2016,Maruti
512,Grand,Bangalore,566699,26597, Petrol ,2016,Hyundai
513,Suzuki,Chennai,471199,12323, Petrol ,2018,Maruti
514,Kwid,Bangalore,385499,3230, Petrol ,2017,Renault
515,Suzuki,Chennai,491599,62059, Petrol ,2016,Maruti
516,Suzuki,Bangalore,725699,28188, Petrol ,2019,Maruti
517,Suzuki,Pune,350000,55000, Petrol,2013,Maruti
518,Suzuki,Pune,210000,79000, Petrol,2009,Maruti
519,Tiago,Pune,460000,55000, Petrol,2017,Tata
520,5,NaviMumbai,990000,49000, Petrol ,2010,BMW
521,Indica,Bangalore,190000,56000, Petrol,2009,Tata
522,Suzuki,Pune,625000,83000, Petrol,2014,Maruti
523,Suzuki,Chennai,590000,39226, Petrol,2016,Maruti
524,Suzuki,Chennai,740000,33901, Petrol,2019,Maruti
525,Grand,Bangalore,640099,32877, Petrol ,2019,Hyundai
526,Suzuki,Chennai,575099,17283, Petrol ,2019,Maruti
527,Suzuki,Bangalore,1081899,86033, Diesel ,2018,Maruti
528,Polo,Bangalore,726399,17419, Petrol ,2018,Volkswagen
529,Suzuki,Bangalore,480399,24416, Petrol ,2019,Maruti
530,Kwid,Bangalore,369599,26700, Petrol ,2017,Renault
531,Suzuki,Bangalore,451399,28979, Petrol ,2014,Maruti
532,Suzuki,Bangalore,494099,27150, Petrol ,2019,Maruti
533,EcoSport,Bangalore,1240899,3195, Petrol ,2020,Ford
534,Eon,Bangalore,286199,26761, Petrol ,2013,Hyundai
535,Grand,Bangalore,509399,71992, Petrol ,2017,Hyundai
536,Suzuki,Bangalore,378099,27239, Petrol ,2016,Maruti
537,Jazz,Chennai,586699,36244, Petrol ,2016,Honda
538,Suzuki,Pune,906899,69807, Diesel ,2019,Maruti
539,Suzuki,Pune,882199,31803, Diesel ,2019,Maruti
540,Jazz,Bangalore,507999,92373, Petrol ,2015,Honda
541,Etios,Gurgaon,240000,200000, Diesel,2013,Toyota
542,EcoSport,Bangalore,825000,46000, Diesel,2016,Ford
543,Innova,Bangalore,845000,179000, Diesel,2011,Toyota
544,Grand,Bangalore,475000,59000, Petrol,2016,Hyundai
545,Creta,Bangalore,1325000,72000, Diesel,2017,Hyundai
546,Creta,Bangalore,1245000,56000, Diesel,2017,Hyundai
547,XUV,Bangalore,975000,87000, Diesel,2014,Mahindra
548,Suzuki,Pune,782999,59612, Diesel ,2016,Maruti
549,Ecosport,Bangalore,623399,30212, Petrol ,2014,Ford
550,Suzuki,Chennai,548699,18113, Petrol ,2018,Maruti
551,Suzuki,Bangalore,397099,48435, Petrol ,2018,Maruti
552,Suzuki,Bangalore,392099,29297, Petrol ,2015,Maruti
553,Suzuki,Bangalore,354599,53525, Petrol ,2012,Maruti
554,Amaze,Bangalore,719599,15890, Petrol ,2018,Honda
555,WR,Bangalore,834099,31694, Petrol ,2019,Honda
556,Suzuki,Chennai,365899,36279, Petrol ,2017,Maruti
557,i10,Chennai,400899,33349, Petrol ,2015,Hyundai
558,Etios,Chennai,320199,103182, Petrol ,2012,Toyota
559,Xcent,Chennai,457399,63048, Petrol ,2016,Hyundai
560,Suzuki,Chennai,717699,26358, Petrol ,2017,Maruti
561,Suzuki,Chennai,417299,18932, Petrol ,2017,Maruti
562,Suzuki,Pune,323199,20369, Petrol ,2018,Maruti
563,Jazz,Bangalore,633999,58769, Petrol ,2016,Honda
564,EcoSport,Pune,600000,52000, Diesel,2016,Ford
565,Polo,Bangalore,795000,15000, Petrol,2019,Volkswagen
566,Suzuki,Pune,1000000,70000, Diesel,2019,Maruti
567,i20,Pune,385000,52000, Petrol,2012,Hyundai
568,i20,Pune,395000,32000, Petrol,2013,Hyundai
569,Fortuner,Chennai,1750000,155000, Diesel,2015,Toyota
570,Suzuki,Chennai,600000,50000, Petrol,2017,Maruti
571,Verito,Kurnool,330000,120000, Diesel,2015,Mahindra
572,Creta,Chennai,875999,123920, Diesel ,2017,Hyundai
573,EON,Pune,309399,17900, Petrol ,2016,Hyundai
574,Suzuki,Bangalore,658999,31041, Petrol ,2017,Maruti
575,Suzuki,Chennai,514099,61875, Petrol ,2018,Maruti
576,Elite,Chennai,672899,29210, Petrol ,2016,Hyundai
577,TUV300,Pune,620099,35826, Diesel ,2016,Mahindra
578,Freestyle,Bangalore,733999,29364, Petrol ,2019,Ford
579,Triber,Chennai,664699,16304, Petrol ,2021,Renault
580,Suzuki,Chennai,454299,95731, Petrol ,2015,Maruti
581,Suzuki,Bangalore,357499,31011, Petrol ,2010,Maruti
582,Suzuki,Pune,447599,30601, Petrol ,2014,Maruti
583,Suzuki,Bangalore,422299,14568, Petrol ,2019,Maruti
584,Etios,Bangalore,449699,89559, Petrol ,2012,Toyota
585,Grand,Bangalore,493499,48834, Petrol ,2014,Hyundai
586,Elite,Chennai,605699,74190, Diesel ,2014,Hyundai
587,EcoSport,Bangalore,755099,43077, Petrol ,2016,Ford
588,Suzuki,Chennai,490000,58000, Petrol,2015,Maruti
589,City,Chennai,450000,99000, Petrol,2011,Honda
590,Indigo,Bangalore,160000,88500, Diesel,2009,Tata
591,Beat,Bangalore,215000,85000, Diesel,2012,Chevrolet
592,City,Pune,1150000,29000, Petrol,2019,Honda
593,Suzuki,Bangalore,349000,65000, Petrol,2015,Maruti
594,Motors,Surat,1401000,16000, Petrol ,2020,MG
595,Motors,Ahmedabad,1401000,16000, Petrol ,2020,MG
596,Suzuki,Bangalore,432699,17981, Petrol ,2018,Maruti
597,Suzuki,Chennai,418599,20780, Petrol ,2018,Maruti
598,Suzuki,Chennai,275799,56719, Petrol ,2014,Maruti
599,Suzuki,Bangalore,456199,31108, Petrol ,2015,Maruti
600,City,Chennai,728499,33611, Petrol ,2016,Honda
601,Suzuki,Chennai,431599,43700, Petrol ,2019,Maruti
602,Suzuki,Pune,533099,49920, Petrol ,2017,Maruti
603,Suzuki,Bangalore,451399,57338, Petrol ,2014,Maruti
604,Venue,Bangalore,840699,23096, Petrol ,2020,Hyundai
605,Suzuki,Chennai,486499,48732, Petrol ,2016,Maruti
606,City,Pune,450199,67924, Petrol ,2012,Honda
607,Suzuki,Chennai,418999,30418, Petrol ,2014,Maruti
608,City,Chennai,621299,50593, Petrol ,2014,Honda
609,i20,Chennai,508399,136381, Petrol ,2016,Hyundai
610,Suzuki,Pune,390999,46943, Petrol ,2015,Maruti
611,Suzuki,Bangalore,675099,36277, Petrol ,2017,Maruti
612,X5,Madurai,3600000,110000, Diesel,2014,BMW
613,Seltos,Surat,1501000,5600, Diesel ,2021,Kia
614,Suzuki,Madurai,825000,44000, Diesel,2019,Maruti
615,Suzuki,Madurai,1100000,40000, Petrol,2019,Maruti
616,Seltos,Ahmedabad,1501000,5600, Diesel ,2021,Kia
617,Suzuki,Ahmedabad,130000,45000, Petrol ,2007,Maruti
618,Etios,Chennai,325000,150000, Diesel,2012,Toyota
619,Indigo,Chennai,210000,90000, Diesel,2016,Tata
620,Xcent,Chennai,464199,70359, Diesel ,2015,Hyundai
621,EON,Chennai,343999,42205, Petrol ,2017,Hyundai
622,Micra,Chennai,441499,60539, Petrol ,2015,Nissan
623,Suzuki,Bangalore,684999,16533, Petrol ,2019,Maruti
624,Polo,Pune,815399,26596, Petrol ,2017,Volkswagen
625,Grand,Pune,468999,30912, Petrol ,2016,Hyundai
626,Venue,Bangalore,1194799,17951, Diesel ,2019,Hyundai
627,Polo,Bangalore,599899,36928, Petrol ,2015,Volkswagen
628,Suzuki,Bangalore,710199,22854, Petrol ,2018,Maruti
629,i20,Bangalore,474399,89156, Petrol ,2014,Hyundai
630,Suzuki,Chennai,701399,41999, Petrol ,2019,Maruti
631,City,Chennai,834599,66145, Petrol ,2017,Honda
632,Suzuki,Bangalore,333699,29157, Petrol ,2017,Maruti
633,EON,Chennai,349799,33882, Petrol ,2017,Hyundai
634,EON,Bangalore,286199,29379, Petrol ,2013,Hyundai
635,Suzuki,Bangalore,386699,17352, Petrol ,2019,Maruti
636,Fortuner,Chennai,1050000,195000, Diesel,2011,Toyota
637,Suzuki,Chennai,695000,16189, Petrol,2020,Maruti
638,Suzuki,Chennai,695000,41341, Diesel,2018,Maruti
639,Tiago,Pune,550000,62000, Diesel,2019,Tata
640,Creta,Delhi,1300000,19000, Diesel ,2021,Hyundai
641,Suzuki,Jaipur,225000,56000, Petrol,2011,Maruti
642,Suzuki,Chennai,250000,91000, Petrol,2010,Maruti
643,Triber,Bangalore,659199,13486, Petrol ,2019,Renault
644,Grand,Chennai,572599,33562, Petrol ,2018,Hyundai
645,Verna,Pune,1171199,13691, Petrol ,2018,Hyundai
646,Grand,Bangalore,557199,31980, Petrol ,2017,Hyundai
647,Grand,Chennai,531399,69526, Petrol ,2016,Hyundai
648,Suzuki,Bangalore,426199,21492, Petrol ,2016,Maruti
649,Suzuki,Chennai,432999,47425, Petrol ,2016,Maruti
650,Grand,Pune,458399,40988, Petrol ,2016,Hyundai
651,Compass,Chennai,1465199,51983, Diesel ,2018,Jeep
652,Suzuki,Pune,783099,69376, Diesel ,2018,Maruti
653,Suzuki,Chennai,562399,33094, Petrol ,2017,Maruti
654,Tiago,Bangalore,529199,26237, Petrol ,2017,Tata
655,Brio,Bangalore,447199,42415, Petrol ,2015,Honda
656,Creta,Pune,944099,112308, Diesel ,2016,Hyundai
657,Suzuki,Bangalore,452099,61427, Petrol ,2017,Maruti
658,Motors,Bangalore,1917599,10205, Diesel ,2019,MG
659,Suzuki,Chennai,179000,67000, Petrol,2011,Maruti
660,Innova,Chennai,775000,160000, Diesel,2010,Toyota
661,Suzuki,Kolkata,425000,53000, Diesel,2013,Maruti
662,Suzuki,Hyderabad,550000,59888, Petrol,2017,Maruti
663,Suzuki,Hyderabad,795000,58492, Petrol ,2018,Maruti
664,City,Kolkata,350888,45000, Petrol ,2011,Honda
665,Suzuki,Kolkata,275000,48000, Diesel,2012,Maruti
666,Nexon,Chennai,890000,34000, Petrol,2018,Tata
667,Suzuki,Chennai,580599,75691, Diesel ,2017,Maruti
668,Suzuki,Chennai,223299,84301, Petrol ,2013,Maruti
669,Tiago,Bangalore,600399,38346, Petrol ,2019,Tata
670,Suzuki,Chennai,367399,41530, Petrol ,2017,Maruti
671,Ecosport,Pune,704099,23049, Petrol ,2017,Ford
672,Suzuki,Bangalore,377899,74510, Petrol ,2016,Maruti
673,Suzuki,Bangalore,458699,20141, Petrol ,2016,Maruti
674,Ecosport,Chennai,566199,85860, Petrol ,2015,Ford
675,Suzuki,Pune,594599,63133, Diesel ,2017,Maruti
676,Suzuki,Bangalore,678699,71894, Petrol ,2018,Maruti
677,Duster,Bangalore,883099,95627, Diesel ,2017,Renault
678,Ecosport,Pune,578099,75324, Diesel ,2014,Ford
679,Suzuki,Pune,305899,64611, Petrol ,2015,Maruti
680,Suzuki,Bangalore,457399,77128, Petrol ,2016,Maruti
681,Suzuki,Bangalore,316799,36306, Petrol ,2016,Maruti
682,i20,Bangalore,399999,83803, Petrol ,2011,Hyundai
683,XUV,Mumbai,1100000,44000, Diesel ,2018,Mahindra
684,KUV100,Chennai,325000,108000, Diesel,2018,Mahindra
